_id,LoopsGuide,Loop,TourNum,OrderNum,LoopTourName,LoopTourURL,TourLabel,SiteName,Neighbourhood,TourType,Duration,EntryType,Interests,DirectionsTransit,DirectionsCar,Description,Address,Latitude,Longitude,ExternalLink,ImageCredit,ImageCreditExternalLink,ImageAltText,ImageURL,ThumbURL,ImageOrientation,test1,test2,test3,ObjectId,geometry
3352,Scarborough,1,3,5,Scarborough of the Future,NA,NA,A Vision Realized (Midland Park),"Ellesmere, Scarborough Town Centre",NA,NA,Destination,Art,NA,NA,"On the west wall of a Midland Park plaza, A Vision Realized celebrates the Midland Park subdivision. The mural was painted by Sarah Collard and depicts houses with sharply angled roofs emerging from lush gardens. The Midland Park subdivision was built from 1959 to 1962 and was envisioned by developer Curran Hall and architect Ted Ross, using the Mid-Century Modern architectural style. The style is sympathetic to the areas topography, leaving many of the hills, rocks and trees intact. This architectural style is still unique within Scarborough today. Features such as carports, picture windows, and plain, clean lines and natural materials were used in the exteriors and interiors. Today, there is a community effort to have the area recognized as a Heritage Conservation District.",1197 Ellesmere Rd.,NA,NA,NA,NA,NA,"A painted mural of mid-centruy modern houses with sharply angled roofs, collaged with trees, fields and creeks and portraits of the developer and architect underneath the title.",https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Scarborough_Web_Photos/AVisionMidlandParkMural.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Scarborough_Web_Photos/Thumbs/AVisionMidlandParkMural.jpg,Landscape,NA,NA,NA,667,"c(-79.26864, 43.76808)"
3353,Scarborough,1,3,6,Scarborough of the Future,NA,NA,Birkdale Ravine,"Ellesmere, Scarborough Town Centre",NA,NA,Destination,Nature,NA,NA,"Birkdale Ravine is an important greenspace for the neighbourhood, enabling visitors to enjoy the areas natural features and West Highland Creek. Visitors to the park can see the creek run through the ravine in its natural form, but the waterway has been channelized in the surrounding areas. Near the north bank of the ravine was the site of a Wendat village around 1260. Look for the Scarborough Historical Societys plaque. The village was excavated in 1956 by University of Toronto students, who found tools and fragments of pipes, pottery and tools. Village inhabitants were buried a short distance east of the village in the Tabor Hill Ossuary and surrounding burial ground. The ravine is also becoming known for its many Sakura trees, commonly known as cherry blossoms, which were donated in 2015 by the City of Sagamihara, a Tokyo suburb, in recognition of its friendship agreement with Toronto. See them in bloom in springtime.",1299 Ellesmere Rd.,NA,NA,https://www.toronto.ca/data/parks/prd/facilities/complex/289/index.html,"Matt Forsythe, City of Toronto",NA,A calm stoney creek and vegetative shoreline.,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Scarborough_Web_Photos/BirkdaleRavine.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Scarborough_Web_Photos/Thumbs/BirkdaleRavine.jpg,Landscape,NA,NA,NA,668,"c(-79.26486, 43.76869)"
3354,Scarborough,1,3,7,Scarborough of the Future,NA,NA,Birkdale Art in the Park,"Ellesmere, Scarborough Town Centre",NA,NA,Insider Tip,Nature,NA,NA,"Birkdale Art in the Park is an annual one-day outdoor community arts festival that features local artists, artisans and community organizations. It is held in the Birkdale Ravine and the Birkdale Community Centre. In 2018, Birkdale Art in the Park was a SPARK project of the Cultural Hotspot.",1299 Ellesmere Rd.,NA,NA,NA,Birkdale Art in the Park,NA,An outdoor venfor table with a family looking at framed nature photographs.,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Scarborough_Web_Photos/BirkdaleArt.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Scarborough_Web_Photos/Thumbs/BirkdaleArt.jpg,Landscape,NA,NA,NA,669,"c(-79.264303, 43.76832)"
3355,Scarborough,1,3,8,Scarborough of the Future,NA,NA,Scarborough Civic Centre Library,"Ellesmere, Scarborough Town Centre",NA,NA,Destination,Community,NA,NA,"This beautiful and bright library was opened in 2015 as the Toronto Public Librarys 100th branch. It houses a collection of 50,000 books, audio books and other materials in English, Chinese, Gujarati and Tamil. It is a community hotspot which offers a number of programs for all ages and features a Digital Innovation Hub with new technologies. The accessible open-concept building has won numerous design awards for its use of space, green roofs, flexibility for growth and ability to complement its surroundings.",156 Borough Dr.,NA,NA,https://www.torontopubliclibrary.ca/scarborough/,Toronto Public Library,NA,"A contemporary building with a wood framing, angled central roof, roof, and large windows along the side of the building.",https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Scarborough_Web_Photos/SCCLibrary_TPL.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Scarborough_Web_Photos/Thumbs/SCCLibrary_TPL.jpg,Landscape,NA,NA,NA,670,"c(-79.2571399, 43.7723985)"
3356,Scarborough,1,3,9,Scarborough of the Future,NA,NA,Scarborough Civic Centre,"Ellesmere, Scarborough Town Centre",NA,NA,Destination,"Art, Community",NA,NA,"The Scarborough Civic Centre, designed by Raymond Moriyama, opened in 1973 in the presence of Queen Elizabeth II. The building is known for its soaring white shapes, curves and asymmetrical design. It is shared by the Toronto District School Board and the City of Toronto and offers many services for residents, such as licenses and permits. It is also home to the Scarborough Community Council. There are many public art pieces and gallery display areas to be discovered in the rotunda when you walk in.",150 Borough Dr.,NA,NA,https://www.toronto.ca/services-payments/venues-facilities-bookings/booking-city-facilities/civic-centres/?accordion=scarborough-civic-centre,"Jose San Juan, City of Toronto",NA,A modern asymentrical building with rounded central section and two pertruding windowed wings and a sign reading Scarborough Civic Centre in front.,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Scarborough_Web_Photos/SCC_COT.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Scarborough_Web_Photos/Thumbs/SCC_COT.jpg,Landscape,NA,NA,NA,671,"c(-79.2575865, 43.7729485)"
3357,Scarborough,1,3,10,Scarborough of the Future,NA,NA,21 Points of Equilibrium,"Ellesmere, Scarborough Town Centre",NA,NA,Destination,Art,NA,NA,"In 1973, James Sutherland was commissioned to create a work for the new Scarborough Civic Centre. Make sure to look up, as this aluminum art piece is hanging from the ceiling and extends down five storeys. It continues on the exterior of the building.","Scarborough Civic Centre, 150 Borough Dr.",NA,NA,NA,NA,NA,Art piece from below of steel pyramid-shaped scultpures in an ascending circular formation hanging from the ceiling.,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Scarborough_Web_Photos/ScarboroughCC_21PointsInEquilibrium.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Scarborough_Web_Photos/Thumbs/ScarboroughCC_21PointsInEquilibrium.jpg,Landscape,NA,NA,NA,672,"c(-79.2575865, 43.7729485)"
3358,Scarborough,1,3,11,Scarborough of the Future,NA,NA,Albert Campbell Square,"Ellesmere, Scarborough Town Centre",NA,NA,Destination,"Community, Art",NA,NA,"The square is named after the first Mayor of Scarborough, Albert Campbell, and features landscaped gardens and a performance stage for special events and concerts. In the summer, it has a reflecting pond and fountain that is transformed into an outdoor skating rink in the winter months. Sculptures created for the 1994 International Granite Sculpture Symposium by nine international artists are installed throughout the area.",150 Borough Dr.,NA,NA,https://www.toronto.ca/data/parks/prd/facilities/complex/2155/index.html,NA,NA,A paved open square in front of the modern Scarborough Civic Centre to the right and a stage with a shell on the left.,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Scarborough_Web_Photos/AlbertCampbellSquare.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Scarborough_Web_Photos/Thumbs/AlbertCampbellSquare.jpg,Landscape,NA,NA,NA,673,"c(-79.2575865, 43.7729485)"
3359,Scarborough,1,3,12,Scarborough of the Future,NA,NA,Art at Scarborough Civic Centre,"Ellesmere, Scarborough Town Centre",NA,NA,Destination,Art,NA,NA,Scarborough Civic Centre is rich with public art. Many of these sculptures were created for the International Granite Sculpture Symposium held in 1994. Nine artists from around the world visited Scarborough to create large-scale public art in granite. Keep an eye out for these sculptures as you walk.,150 Borough Dr.,NA,NA,NA,NA,NA,A granite sculpture called Uga Drava with two wing-shaped stones carved with simple patterns.,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Scarborough_Web_Photos/ACS_FibonacciCadenza.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Scarborough_Web_Photos/Thumbs/ACS_FibonacciCadenza.jpg,Landscape,"ACS_FibonacciCadenza.jpg, ACS_granite sculpture.jpg, ACS_Hand of God.jpg, ACS_OdetotheSun.jpg",NA,NA,674,"c(-79.2575865, 43.7729485)"
3360,Scarborough,1,3,13,Scarborough of the Future,NA,NA,Frank Faubert Wood Lot,"Ellesmere, Scarborough Town Centre",NA,NA,Destination,Nature,NA,NA,"This heavily forested five-hectare park is a woodlot remaining from the farmland that was the property of early settler George Scott, who bought the property in 1829. The woodlot contains a number of sculptures (see #12 on this tour) and trails. Under ownership of the City, the land was named in 2000 for Frank Faubert, who was the last Mayor of Scarborough before amalgamation.",185 Borough Dr.,NA,NA,https://www.toronto.ca/data/parks/prd/facilities/complex/1065/index.html,NA,NA,NA,https://www.toronto.ca/data/parks/img/1065/2.jpg,https://www.toronto.ca/data/parks/img/1065/2.jpg,Landscape,NA,NA,NA,675,"c(-79.2546286, 43.7723802)"
3361,Scarborough,1,3,14,Scarborough of the Future,NA,NA,Scarborough Centre Trail,"Ellesmere, Scarborough Town Centre",NA,NA,Insider Tip,Nature,NA,NA,"Whether in need of a shortcut or a breath of fresh air, there is an entrance to a short trail on the south side of Borough Drive. Beautiful tall trees surround this trail and lead to the intersection at Ellesmere Road and McCowan Road.",185 Borough Dr.,NA,NA,NA,NA,NA,A trail lined with a wooden fence and tall trees.,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Scarborough_Web_Photos/SCCTrail.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Scarborough_Web_Photos/Thumbs/SCCTrail.jpg,Portrait,NA,NA,NA,676,"c(-79.25329, 43.772931)"
3362,Scarborough,1,3,15,Scarborough of the Future,NA,NA,Scarborough Town Centre,"Ellesmere, Scarborough Town Centre",NA,NA,Destination,Community,NA,NA,"The mall was opened in 1973, when Scarborough had a population of around 200,000 (now well over 600,000). It housed Canadian department stores Eaton's and Simpsons among its 130 original stores. The mall has had numerous renovations and extensions over the decades to accommodate a growing population and today is still a thriving commercial and social centre of the community.",300 Borough Dr.,NA,NA,NA,Illustration by LeeAndra Cianci,NA,An illustration of a modern shopping mall with a glass entrance and decorative sculptural tower.,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Scarborough_Web_Photos/ScarboroughTownCentre.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Scarborough_Web_Photos/Thumbs/ScarboroughTownCentre.jpg,Landscape,NA,NA,NA,677,"c(-79.2556978, 43.7755098)"
3363,Scarborough,1,3,16,Scarborough of the Future,NA,NA,Scarborogh Walk of Fame,"Ellesmere, Scarborough Town Centre",NA,NA,Destination,Community,NA,NA,"The Scarborough Walk of Fame Association is a not-for-profit, volunteer organization dedicated to honouring individuals who bring pride to the community of Scarborough and serve to inspire tomorrow's leaders.  The first inductees were burn-unit founder Dr. Lloyd N. Carlsen, educator Dr. R. H. King, NBA player Jamaal Magloire, pulmonary scientist Dr. Charles C. Macklin, artist Doris McCarthy, Lieutenant Governor of Ontario and former television personality, the Honourable David Onley, Olympic hockey player Vicky Sunohara, early settler David Thomson, hip-hop artist Wes Williams (Maestro Fres-Wes), and geriatric care entrepreneur Dr. Joseph Yu Kai Wong. Other notable inductees include Dwayne Morgan, Farley Flex and Kardinal Offishall.","Scarborough Town Centre, 300 Borough Dr.",NA,NA,https://www.scarboroughwalkoffame.com/,NA,NA,A white tile floor with inset gold stars with names and dates.,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Scarborough_Web_Photos/ScarboroughHallofFame.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Scarborough_Web_Photos/Thumbs/ScarboroughHallofFame.jpg,Portrait,NA,NA,NA,678,"c(-79.2556978, 43.7755098)"
3364,North York,1,4,6,Historical Mini Tour Grand Estates of North York,NA,NA,Edward Rogers Wood,Bayview Avenue,NA,NA,Did you know,History,NA,NA,"In 1930, Edward Rogers Wood gave a portion of his estate to his daughter Mildred and her husband. They built a house, Chedington, just to the north of her parents' home, Glendon Hall. When Bayview Avenue was improved, it was re-routed to veer 300 metres to the west so as not to separate Chedington and Glendon Hall. That slight bend in the street remains today. In 2013, Chedington was demolished due to fire damage.",Bayview Ave. and Lawrence Ave. E.,NA,NA,NA,Illustration by Daniel Rotsztain,NA,An illustration of a historic mansion with half-timber and brick exterior,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/North_York_Web_Photos/Chedington.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/North_York_Web_Photos/thumbs/Chedington.jpg,Landscape,NA,NA,NA,679,"c(-79.38188, 43.728653)"
3365,North York,2,1,0,City With Heart,NA,E,City with Heart,North York Centre,"Walk, Bike",1 hour,Tour Description,History,Take the Line 1 Yonge-University subway and get off at North York Centre station. Use the North York City Centre exit. Follow the hallway on ground level to the opposite end to get to the entrance of North York Central Library.,Take Highway 401 and exit at Yonge Street. Drive north on Yonge Street and turn left on Sheppard Avenue. Turn immediately right onto Beecroft Road and drive two minutes north. Paid parking is available on Beecroft Road beside the York Cemetery. Park the car and cross the street to the east side to get to North York Central Library.,"North York was formerly an agricultural hub that later boomed with industry, transforming the area into the sprawling suburb with many diverse neighbourhoods that it is today. North York's public business is rooted at the civic centre. The area's many municipal, arts, culture and heritage buildings and organizations branch out from here. Discover the city with a heart on this civic tour.",NA,NA,NA,NA,NA,NA,An illustrated map indicating several cultural landmarks near the intersection of Yonge Street and Empress Avenue,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/North_York_Web_Photos/Loop2_Tour1.png,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/North_York_Web_Photos/thumbs/Loop2_Tour1.png,Portrait,NA,NA,NA,680,"c(-79.416315, 43.768539)"
3366,North York,2,1,1,City With Heart,NA,NA,North York Central Library,North York Centre,NA,NA,Destination,Community,NA,NA,"The North York Public Library Association, a community organization for library services was formed in 1950. However, it did not have a building until 1959. In the early 1950s, the library comprised a portable and a bookmobile. When it was not on route, the bookmobile was parked in a small driveway in front of the now demolished Harold Holmes Gibson House on the southwest corner of Yonge Street and Park Home Avenue. The land where the house stood was purchased by North York Public Library Board, an organization that advised the North York Township to build a central library. In 1959, North York Public Library opened and the exterior featured Toronto artist Harold Town's friezes. When the site was redeveloped to become North York City Centre in 1987, the North York Public Library was incorporated into the plan and was replaced with a seven-storey library, four times larger than the former one. Town's artwork was saved from the old building and was placed on the wall above the new building's main entrance. In 1998, the library became North York Central Library as a part of the new Toronto Public Library following municipal amalgamation. It is now one of two research and reference libraries in Toronto and holds more than 600,000 items.",5120 Yonge St.,NA,NA,https://www.torontopubliclibrary.ca/northyorkcentral/,NA,NA,"Four ascending floors with half-length barriers overlook a central lobby inside the North York Central Library, showcasing the atrium-concept interior architecture",https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/North_York_Web_Photos/NorthYorkCentralLibrary.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/North_York_Web_Photos/thumbs/NorthYorkCentralLibrary.jpg,Landscape,NA,NA,NA,681,"c(-79.414501, 43.768106)"
3367,North York,2,1,2,City With Heart,NA,NA,North York Civic Centre,North York Centre,NA,NA,Destination,"Community, History",NA,NA,"North York Civic Centre was designed by Adamson Associates in 1974 and received the Governor General's Medal for Architecture in 1982. It was called North York City Hall when North York became a city in 1979. The building is designed with an atrium concept, with each floor overlooking the floor below. The sloping roof provides plenty of natural light. It is now home to North York Community Council and local municipal departments.",5100 Yonge St.,NA,NA,https://www.toronto.ca/data/parks/prd/facilities/complex/927/index.html,NA,NA,"A large reflecting pool in Mel Lastman Square in front the North York Civic Centre building, which features a heavily sloped glass roof",https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/North_York_Web_Photos/NorthYorkCivicCentre.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/North_York_Web_Photos/thumbs/NorthYorkCivicCentre.jpg,Landscape,NA,NA,NA,682,"c(-79.414665, 43.767254)"
3368,North York,2,1,3,City With Heart,NA,NA,Mel Lastman Square,North York Centre,NA,NA,Destination,"Community, History",NA,NA,"Mel Lastman Square is a local cultural hub that hosts a number of Toronto's major annual events including a Canada Day Celebration, Cultura, Korean Harvest Festival, Hispanic Fiesta, Sunday Serenades as well as a weekly farmers' market. The farmers' market at Mel Lastman Square runs on Thursdays from June to October. The square features an amphitheatre, reflecting pool/skating rink and a watercourse that runs from the street level to the lower level. It was designed by J. Michael Kirkland and officially opened in 1989. It was named for Mel Lastman, the mayor of North York from 1973 to 1997 and the mayor of Toronto from 1998 to 2003. He is one of the country's longest serving mayors.",5100 Yonge St.,NA,NA,https://www.toronto.ca/data/parks/prd/facilities/complex/956/index.html,North York Arts,NA,A band performs on a round stage outdoors in Mel Lastman Square in front of a large audience sitting on curved ampitheatre-style concrete seating,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/North_York_Web_Photos/MelLastmanSquare.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/North_York_Web_Photos/thumbs/MelLastmanSquare.jpg,Landscape,NA,NA,NA,683,"c(-79.413941, 43.767462)"
3369,North York,2,1,4,City With Heart,NA,NA,Meridian Arts Centre,North York Centre,NA,NA,Destination,Art,NA,NA,"Meridian Arts Centre is one of Toronto's premiere performing arts facilities. The centre includes the 1,856-seat Apotex Theatre, 1,025-seat George Weston Recital Hall, a studio theatre and two art gallery spaces. Meridian Arts Centre is home to North York Arts (NYA), an arts service organization that believes in creative expression and inclusive arts programming to enliven neighbourhoods and bring people together. NYA provides arts events and programs to children, youth, family and seniors including programs to serve the new Canadians and communities within North York.",5040 Yonge St.,NA,NA,http://www.meridianartscentre.com/,Meridian Arts Centre,NA,"Street view of the Meridian Arts Centre venue lit up at night, featuring its modern architecture and glass walls on the first storey",https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/North_York_Web_Photos/MeridianArtsCentre.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/North_York_Web_Photos/thumbs/MeridianArtsCentre.jpg,Landscape,NA,NA,NA,684,"c(-79.41445, 43.766278)"
3370,North York,2,1,5,City With Heart,NA,NA,Yonge Street,North York Centre,NA,NA,Destination,History,NA,NA,"Yonge Street is a main street in North York and is one of the oldest roads in the province. Named by Lieutenant Governor John Graves Simcoe after his friend Sir George Yonge, the road was originally a military and fur-trading path connecting Lake Ontario and Lake Simcoe. Yonge Street was once known as the longest street in the world, a fact that was only true when the street was considered to be a part of Highway 11, which is no longer the case. Early North York pioneers settled in hamlets along Yonge Street including York Mills, Lansing, Willowdale and Newtonbrook. It's hard to imagine that in 1861, horse-drawn streetcar tracks were laid for the first time. Electric streetcars did not arrive until 1890, and 1973 marked the official opening of the York Mills subway station, with the final extension to Finch concluding a year later.",Yonge St. and Empress Ave.,NA,NA,NA,Toronto Public Library,NA,Cars and pedestrians cross through an intersection on a portion of Yonge Street lined by the Empress Walk complex and several condominium towers; A black and white historical photograph of Yonge Street as a dirt road lined by a wooden fence and heavily treed farmland,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/North_York_Web_Photos/YongeSt.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/North_York_Web_Photos/thumbs/YongeSt.jpg,Landscape,YongeStHoggsHollow.jpg,NA,NA,685,"c(-79.412893, 43.769293)"
3371,North York,2,1,6,City With Heart,NA,NA,First North York Hydro Building,North York Centre,NA,NA,Destination,History,NA,NA,"Constructed in 1929, this is the only surviving early 20th century municipal building that exists in this area, though it has been re-purposed for retail use. Prior to the formation of the North York Hydro-Electric Commission in 1923, a privately-owned radial railway company provided electrical power to the local residents. A second storey was added in 1948. A new hydro building opened in 1965, but this original building has remained.",5151 Yonge St.,NA,NA,NA,NA,NA,Historical black and white photograph taken from the street of the two-storey brick building formerly used by the North York Hydro-Electric Commission,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/North_York_Web_Photos/FirstNorthYorkHydro.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/North_York_Web_Photos/thumbs/FirstNorthYorkHydro.jpg,Portrait,NA,NA,NA,686,"c(-79.412703, 43.769494)"
3372,North York,2,1,7,City With Heart,NA,NA,Fire Hall Tower,North York Centre,NA,NA,Destination,History,NA,NA,"This tower was a part of North York's first fire hall that opened in 1942. The tower features a gabled roof, time clocks and a stone medallion. The medallion shows firefighting equipment with the inscription Semper Paratus (""Always Ready""). The fire hall was designed by Toronto architect Murray Brown in the Colonial Revival style. Other parts of the fire hall were demolished for redevelopment in 1989.","Princess Park, 214 Doris Ave.",NA,NA,NA,Toronto Public Library,NA,A red brick clock tower from a former North York fire hall installed as a monument in a parkette,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/North_York_Web_Photos/FireHallTower2.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/North_York_Web_Photos/thumbs/FireHallTower2.jpg,Portrait,NA,NA,NA,687,"c(-79.411235, 43.768678)"
3373,North York,2,1,8,City With Heart,NA,NA,First North York Municipal Building,North York Centre,NA,NA,Destination,History,NA,NA,"On the site of this large condo and retail complex once stood North York's first municipal office. A portion of it can be seen under encased glass here. It was a two-storey building, also designed by Murray Brown, built in 1923 to hold Council meetings. The main floor had two offices and the second floor held the council chamber, a small assembly hall and a member's room. In 1947, the building was expanded and was used for a variety of civic functions until the site's redevelopment in 1989.",5095 Yonge St.,NA,NA,NA,NA,NA,A black and white historical photograph of the two-storey brick building housing North York's former municipal offices featuring a front entrance topped with a detailed metal grating,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/North_York_Web_Photos/FirstNorthYorkMunicipal.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/North_York_Web_Photos/thumbs/FirstNorthYorkMunicipal.jpg,Portrait,NA,NA,NA,688,"c(-79.411768, 43.768727)"
3374,North York,2,1,9,City With Heart,NA,NA,Lee Lifeson Art Park,North York Centre,NA,NA,Destination,"Art, Nature",NA,NA,"Lee Lifeson Art Park is named after the two world famous Willowdale musicians, Geddy Lee and Alex Lifeson of the rock band Rush. Geddy Lee was born in Willowdale and Alex Lifeson moved to Willowdale at the age of eight. Neil Peart joined the two childhood friends to form one of the most acclaimed rock trios. They have produced Gold and Platinum records and have received numerous accolades including nine Juno awards and seven Grammy nominations. In 1996, Rush was the first rock band to receive the Order of Canada. Lee Lifeson Art Park offers opportunities to enjoy arts and creative activities by featuring open air performance space, room for arts installations, arts markets and arts programming including festivals, events and workshops.",223 Gladys Allison Pl.,NA,NA,https://www.toronto.ca/data/parks/prd/facilities/complex/3555/index.html,North York Arts,NA,A metal art installation in a treed park depicts four large pieces resembling loudspeakers attached to colourful bases of criss-crossing rectangular shapes,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/North_York_Web_Photos/LeeLifesonArtPark.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/North_York_Web_Photos/thumbs/LeeLifesonArtPark.jpg,Landscape,NA,NA,NA,689,"c(-79.409966, 43.768754)"
3375,North York,2,2,0,Historical Mini Tour - Willowdale,NA,F,Historical Mini Tour - Willowdale,Willowdale,"Walk, Bike",1 hour,Tour Description,"History, Architecture","Take the Line 1 Yonge-University subway and get off at North York Centre station. From Empress Avenue, walk two blocks on the east side of Yonge Street to Parkview Avenue and turn right. John McKenzie House is located on the northeast corner of Parkview Avenue and Doris Avenue.","Take Highway 401 and exit at Yonge Street. Drive north on Yonge Street to Empress Avenue. There are several paid parking lots near this intersection. Street parking is also available. From Empress Avenue, walk two blocks on the east side of Yonge Street to Parkview Avenue and turn right. John McKenzie House is located on the northeast corner of Parkview Avenue and Doris Avenue.",This short tour takes you back through time to discover the diverse history of Willowdale in the 19th century. Visit historic sites and buildings of the past.,NA,NA,NA,NA,NA,NA,An illustrated map featuring several historical landmarks near Yonge Street between Parkview Avenue and just south of Sheppard Avenue East,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/North_York_Web_Photos/Loop2_Tour2.png,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/North_York_Web_Photos/thumbs/Loop2_Tour2.png,Portrait,NA,NA,NA,690,"c(-79.411748, 43.771279)"
3376,North York,2,2,1,Historical Mini Tour - Willowdale,NA,NA,John McKenzie House,Willowdale,NA,NA,Destination,"History, Architecture",NA,NA,"Constructed in 1913, John McKenzie House was built on a plot of farmland purchased in 1884 by Philip McKenzie, an English immigrant trained as a carpenter. When Philip died, his son John took over the farm and specialized in Holstein cattle until the local farming economy began to deteriorate. In 1912, John submitted plans to have a subdivision built on the family farm, which stretched east from Yonge Street to Bayview Avenue. He kept a small portion of the property and used the profits to construct an impressive two-and-a-half-storey home for his family of seven. In 1918 a milk house, stable and coach house were added to the property. The main building contains 12 rooms, four bathrooms, and two sunrooms. The southern facade features a wrap-around veranda with stylized Doric columns. Interior features include leaded and stained glass windows, white oak panelled pocket-doors and wainscoting, beamed ceilings and 24 decorative iron radiators. John McKenzie House was slated for demolition in 1992. The Ontario Historical Society, a registered charity that has promoted and protected Ontario's history since 1888, stepped in to save the building the house is now their home.",34 Parkview Ave.,NA,NA,https://ontariohistoricalsociety.ca/john-mckenzie-house/,Ontario Historical Society,NA,"Behind a historical plaque, a large two and a half storey brick house is partially covered by ivy and features a wrap-around veranda with stylized columns",https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/North_York_Web_Photos/JohnMcKenzieHouse.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/North_York_Web_Photos/thumbs/JohnMcKenzieHouse.jpg,Landscape,NA,NA,NA,691,"c(-79.411447, 43.771593)"
3377,North York,2,2,2,Historical Mini Tour - Willowdale,NA,NA,Cummer Burial Grounds,Willowdale,NA,NA,Destination,History,NA,NA,"Located by a busy street and a grocery store, this was the cemetery of the Willowdale United Church (previously Willowdale Episcopal Methodist Church), which was built in 1856. The church was sold in the 1950s and demolished in 1956. Many North York pioneers are buried here including Jacob Cummer and other members of his family. Cummer was the founder of Willowdale. Cummer Avenue, north of Finch, originally led to Cummer Mill and is named after the family.","Yonge St., north of Church Ave.",NA,NA,NA,Toronto Public Library,NA,A historic black and white photograph of a dirt road in front of the brick Willowdale United Church and its cemetery lined by a wooden fence,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/North_York_Web_Photos/WillowdaleCemetery.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/North_York_Web_Photos/thumbs/WillowdaleCemetery.jpg,Landscape,NA,NA,NA,692,"c(-79.413888, 43.774376)"
